Posicao_Rank,Features,Curva ROC,KS,divergencia_kl,Wasser,inf_mutua,Overlap_GMM,Geo_Score,Skewness_Score,Kurtosis_Score,Corr_Score,Outlier_Score,Silhouette,Davies_Bouldin,Dist_Centroides,Score_Final
12,V4 | V10 | V14,0.9710637245669874,0.9921209903031404,0.820876587518638,0.9114696908870733,0.996014407448915,0.779068395404638,0.04969895988282328,0.4259038078538305,0.06449427748602046,0.8967012999837053,0.09717347367593984,0.4641160732457912,3.972655983411444,0.8980385205865619,0.6315521348004691
13,V11 | V14 | V17,0.9877981502143572,0.9608578701477333,0.914610458508682,0.9270970554747664,0.9314270529085202,0.8303130357040409,0.0635858443480636,0.2834555345121455,0.031011357020196872,0.6786110005545937,0.18140041933081602,0.4483786301314398,2.4053771820144094,1.2011320462835298,0.6306266544269299
14,V12 | V14 | V16,0.9748902458490561,0.9469828013138645,0.9517878250063277,0.9166821088777487,0.9292779611578348,0.7961944373909958,0.06652614721391141,0.3244749771270871,0.06909463126318821,0.7559346509288042,0.08557909095037447,0.4438847115386135,2.1964237465130245,1.2668687016571574,0.6304855028921941
15,V3 | V11 | V17,0.9293669277936252,0.8982205442070508,0.8277518200578329,0.9285868913641596,0.8464646425057669,0.9502409051508396,0.13943037923224794,0.2726128597260182,0.030287132575553127,0.8670595063377746,0.4010334223895147,0.5522615094507983,1.2210469060555376,3.0155761768867806,0.6290427424221503
16,V3 | V14 | V17,0.9690312689451583,0.9372781641440324,0.755951346142315,0.9999999997283411,0.9132875514219837,0.9079979509518652,0.11199430231589283,0.21241573703958008,0.025398096219643534,0.7280468148904666,0.1570034766756011,0.5361640988794006,1.5862323060925454,2.344668164730555,0.6248599772412277
17,V4 | V12 | V14,0.966451927452894,0.9829463347511341,0.8809358284111197,0.9258370178600911,0.9999999997272241,0.6958284827194444,0.054069743056830995,0.3489889036504657,0.08026405283260475,0.7543643920420539,0.075392736529213,0.3706972202588593,3.0093837060695017,1.062715672942181,0.6246207304953553
18,V4 | V11 | V17,0.9427253905081479,0.9264530365182883,0.8892694527189141,0.8644272711999038,0.9002899604514844,0.8274360238142275,0.08909601487257504,0.35341675627841235,0.037945687413242016,0.8914323092413605,0.21792480788593488,0.4549139773829433,1.5883223411756093,1.7997921078972046,0.6215698878801075
19,V3 | V10 | V16,0.921070820542417,0.8935201309251882,0.8109912722725572,0.9036135926255761,0.8403299584767725,0.9440426556636418,0.12270825518311346,0.37606155368488176,0.05473426230534778,0.8608383867941715,0.19601525655408117,0.6037236532355776,1.7723581604030114,2.5961739884671715,0.6202882779267612
20,V4 | V10 | V11,0.9313993834154541,0.9530633703661588,0.883866356924204,0.825140796945508,0.9291914985326982,0.7096464376861675,0.0438856484887945,0.6018047655120619,0.10234666162552987,0.9442781847218562,0.19156760454002042,0.3840180099669873,4.000733257024742,0.8202283981447505,0.6200929132139068
21,V3 | V12 | V14,0.9530934647383709,0.9547138424398965,0.8182173982300585,0.9830505657636815,0.946174681781507,0.7585034926659873,0.06490638497787471,0.26952570895347994,0.0534084884686708,0.8085962402003531,0.10607228677831769,0.3888322032732818,2.6527845937753565,1.3166945568603918,0.6183432765502502
22,V11 | V12 | V17,0.9557238614691513,0.9343320459429089,0.9416821794069036,0.9095106483636735,0.8843113471298466,0.8080716502700411,0.08055569695835378,0.2709707061651519,0.032024034336338325,0.6075633015356491,0.16941011510568205,0.426082070204221,1.528905978314088,1.5859055603714083,0.6180161294645948
23,V3 | V11 | V14,0.9455034123320444,0.9421820467077395,0.8505783828705341,0.9266159398352731,0.9264674786439638,0.7475330599661747,0.07129807981457814,0.3717866957129734,0.07221250584919071,0.7223247838181318,0.23362716506561088,0.4134840911445121,2.2212574360273063,1.4302290130372202,0.6180036452142306
24,V3 | V10 | V17,0.941568777314045,0.9199269954912143,0.7200815644047086,0.9720499092765401,0.8621862533650008,0.9517702532824864,0.12212234012650176,0.2396989249159879,0.02396184006544454,0.7927074669610549,0.20543740136407562,0.5851103703459816,1.881627663893012,2.6124357973610013,0.617241339750963
