Features,Silhouette,Davies_Bouldin,Dist_Centroides,Overlap_GMM,KS,Wasserstein,ROC_AUC,Score_Final
V8 | V18,0.6713816909290024,0.9924739033212678,0.09678037195892719,0.9441052036953312,0.49962480878129956,0.35318001635707863,0.6762682792654096,0.6420595166102999
V16 | V28,0.5890607653338552,0.9977147050320483,0.13971062080874772,0.9150033561768701,0.6148101231850998,0.3079593373627237,0.8148354398670345,0.6420534664739495
V12 | V22,0.6935274516927054,0.9989661289619417,0.25856687682871304,0.9129251231748168,0.4782233434422051,0.45795251921830477,0.5298606952935381,0.6418343857783363
V12 | V25,0.6992315786695644,0.9989809447771018,0.23495384521043278,0.8843694340017006,0.5001400928584848,0.4517115554505216,0.5505016167888324,0.6413207445085007
V8 | V9,0.6209151711968308,0.9897397669734507,0.07368989053543497,0.9388055029249324,0.5455645312793538,0.3726634011500743,0.6749229451553331,0.6410680495318598
V5 | V8,0.6565975384491409,0.9932173794924741,0.12495065853780449,0.9431166771881594,0.45594160113791904,0.42502126637914056,0.6403263223674636,0.6401537596494834
V7 | V22,0.7749592964734381,0.998292145931523,0.3141944231680403,0.9493108170121175,0.39372426934328125,0.4088048157051642,0.4816196993678372,0.6397353153178617
V11 | V19,0.6094682060024581,0.9987329550529577,0.1764297864344557,0.8925727994951799,0.6354869702906525,0.3188154867466717,0.7323708742824471,0.6396078302101191
V12 | V26,0.7182946626169245,0.999133940586293,0.23976816198665318,0.8881306763502068,0.5044513029709348,0.44379351503129677,0.48046404565305245,0.6393017029075344
V7 | V25,0.7699790251475195,0.9981405667792921,0.2702164734791464,0.9261499176829258,0.41564101875956094,0.40256385193738103,0.5022606208631315,0.6378992719333129
V16 | V19,0.6405221663897452,0.9983812170999202,0.17084487280422256,0.8625054199532625,0.591044792141918,0.34604184195873655,0.7384167679271627,0.6370159001985991
V10 | V22,0.6973947251206084,0.9977160787741965,0.18956411951770427,0.9122954720670345,0.4878655967365342,0.41560917559814287,0.5366211568882144,0.6367796194526676
V10 | V25,0.698839698431208,0.9975874819707207,0.16988096601951716,0.8894817017896846,0.5097823461528139,0.4093682118303597,0.5572620783835085,0.6366366694902087
V12 | V24,0.6987726768061825,0.9990987396434998,0.24077178484909384,0.889812571976574,0.5236542229140388,0.4482728287449512,0.4508937280667964,0.6366210953341668
V9 | V21,0.5822493091691859,0.9939810312749915,0.08433242091614673,0.9402314209142696,0.6372829500013418,0.27641524137472767,0.721470784488379,0.6355068992449158
V7 | V26,0.7858295364065809,0.9983270722699136,0.2806558484151366,0.9296018345088444,0.419952228872011,0.3946458115181562,0.4322230497273516,0.6349997557796249
V7 | V24,0.7743438926463276,0.9982995625674904,0.2844158404664021,0.9310746504950165,0.4391551488151151,0.3991251252318106,0.4026527321410951,0.6342759638088308
V10 | V26,0.7229744520673825,0.9979262221733944,0.1757820507867998,0.886599286397254,0.514093556265264,0.40145017141113487,0.48722450724772837,0.634224630876212
V11 | V27,0.4679912408549485,0.9968769046074244,0.10821597013838884,0.9019524098242764,0.7282595743538821,0.3133097999504707,0.8283960112150222,0.6336393886521791
V10 | V24,0.7050821623005445,0.9978950937788708,0.17807434732242264,0.8894984905587568,0.5332964762083681,0.40592948512478927,0.4576541896614723,0.6322557744476041
V7 | V13,0.7291105752807705,0.9981427582493203,0.2805768061491147,0.9295101765927872,0.4276567993344248,0.39967519984911315,0.5045241702834347,0.6305740048334405
V12 | V13,0.6059541934365501,0.9985954349975396,0.21592520223354902,0.9111831236477197,0.5121558734333486,0.4488229033622538,0.552765166209136,0.6267566012511016
V10 | V13,0.650713167886798,0.9976101080788425,0.17763919938937042,0.8894918110176618,0.5217981267276778,0.4064795597420919,0.5595256278038121,0.62665934480045
V16 | V23,0.6518335762008634,0.9975129944199501,0.1550290372518912,0.9319732414659125,0.4916078473470922,0.3189808653300483,0.6842091746740178,0.6264903644195239
V6 | V16,0.4928673884277742,0.9960924816683848,0.11404160999613462,0.8424553370410802,0.6905021335981322,0.3902700949080508,0.7279600166342046,0.6227811287318706
V1 | V19,0.6928872056671248,0.9988455994656071,0.34841067551918664,0.9166752437972471,0.45079949545100784,0.3885882749406106,0.5225343463437861,0.6225216010787953
V4 | V27,0.420667579338143,0.9968616283046631,0.11818539778168229,0.8589459198955882,0.7346458763854969,0.36638896499467527,0.819806327756009,0.6220909758600681
V7 | V15,0.7326162773718943,0.9981145906530186,0.27851532551621594,0.9287737275174472,0.39802474437078983,0.3974441411962005,0.4446820330314216,0.6189094816388756
V16 | V22,0.742008393775906,0.9992031593999242,0.25881139688319016,0.9455118690309184,0.41200719250691076,0.3063421493789795,0.5255417492857699,0.6181041090074612
V1 | V27,0.5656787120660444,0.998408252454409,0.25535260159962886,0.9154903705246314,0.5435720995142375,0.38308258814440965,0.6185594832763615,0.6174791565070346
V10 | V15,0.6576959745813081,0.9976275252793821,0.1779133337355719,0.8904241176877356,0.4921660717640428,0.40424850108917915,0.49968349055179884,0.6162812866930851
V16 | V20,0.5269516483201794,0.9967935630590481,0.11398187516473451,0.8906734980683221,0.6117291538069295,0.3288299946503471,0.7291751425869433,0.615435630547275
V2 | V27,0.4972364601266036,0.9938268390383536,0.07790603541437613,0.8907647084872796,0.6449295510050725,0.302389732259591,0.76999111971356,0.6134632607777596
V11 | V28,0.4698532093120714,0.9972161839875409,0.11436320298916514,0.903999903400232,0.6592523013338343,0.28073298215065884,0.8087895462223189,0.6123392894972064
V12 | V15,0.6273749319625401,0.9987819251090637,0.2232170970217079,0.8796589417119527,0.4825238184697137,0.44659184470934105,0.4929230289571229,0.6118739039501464
V16 | V26,0.7522480299153881,0.9993829762462236,0.23386146690688242,0.9202850458957115,0.43823515203564045,0.2921831451919715,0.4761450996452843,0.6118314383628257
V4 | V28,0.4444912212817663,0.9970875613067012,0.1259080239110198,0.8669300617368125,0.6656386033654491,0.3338121471948634,0.8001998627633056,0.6077654571430379
V16 | V25,0.7138867399617094,0.9988856620886426,0.20203596808607754,0.9032793440441603,0.4339239419231905,0.30010118561119636,0.5461826707810642,0.6057148135864513
V11 | V22,0.6672099801514723,0.9993122019897166,0.22825237190682396,0.9531408371730566,0.4564493706556454,0.27911579416691473,0.5194958556410545,0.6041503228597497
V21 | V27,0.6135878815037307,0.9846244142988972,0.02061879228307437,0.9299963136521011,0.5681532970129627,0.1439811682902442,0.7472686698898818,0.6030498088385876
V8 | V27,0.6208926600228607,0.968669580962662,0.015280974368428613,0.9358868371608864,0.47643487829097453,0.24022932806559086,0.7007208305568358,0.6025997986229334
V16 | V24,0.7218538412805214,0.9992214519626104,0.2165987641875383,0.9060063221816935,0.45743807197874453,0.296662458905626,0.4465747820590278,0.6024426252483307
V11 | V23,0.5528257254552938,0.9972219757960501,0.1274321658063277,0.922148115841646,0.5360500254958268,0.2917545101179835,0.6781632810293023,0.6021206955499273
V11 | V26,0.6848754790899458,0.999659492092578,0.21761271182277703,0.9363566014177686,0.4826773301843751,0.2649567899799067,0.4700992060005684,0.6018447647598417
V13 | V16,0.6713937706991671,0.9990948611874095,0.2341751370985621,0.9213720469217446,0.44593972249805425,0.29721253352292853,0.5484462202013674,0.6016665276295612
V4 | V19,0.5194939861680358,0.9982048939994267,0.14918145252639162,0.7791174834217615,0.6418732723222672,0.37189465179087633,0.723781190823434,0.5997845713024214
V6 | V11,0.42996090003919574,0.9951627204864516,0.09439302375983695,0.8000474651228626,0.7349443117468667,0.363043739695986,0.7219141229894892,0.599291113878034
V4 | V23,0.5228261369300211,0.9978042148233619,0.16133509619716643,0.8964373747816397,0.5424363275274415,0.34483367516218805,0.669573597570289,0.5992272382228699
V4 | V6,0.4027832873936159,0.9958257048613279,0.11029856025522208,0.7789095992052123,0.7413306137784815,0.4161229047401906,0.7133244395304756,0.598246369306489
V11 | V24,0.6662964247459571,0.9996071218630624,0.21689747060394576,0.9326983768058379,0.5018802501274792,0.2694361036935611,0.44052888841431237,0.598064859993588
V5 | V19,0.6831934994716393,0.9962006856357278,0.15116808854761907,0.9033623018546647,0.4260540511526798,0.28420531537283444,0.589744282893216,0.5976652519260005
V11 | V20,0.4501433961987451,0.995817113926815,0.09385062104503492,0.8810847897085846,0.6561713319556641,0.30160363943828233,0.7231292489422276,0.5966749656498446
V2 | V28,0.5129287836100198,0.9920327860064072,0.06647198057619501,0.8953807155927371,0.5759222779850247,0.2698129144597791,0.7503846547208566,0.5962628787617357
V2 | V20,0.5273114435940732,0.9882892438698762,0.05060515204824604,0.8984521898264404,0.5728413086068544,0.29068357174740256,0.6647243574407655,0.5956183201700564
V11 | V25,0.651749311953787,0.9991858983270882,0.18804249179668428,0.912381940099128,0.47836612007192514,0.2728748303991315,0.5401367771363486,0.595294680821075
V4 | V20,0.42368228953267995,0.9964882967922251,0.11390750764208181,0.8496032228965531,0.662557633987279,0.3546828044824869,0.7145395654832145,0.5932234223495828
V2 | V23,0.610117323963299,0.9860243792960147,0.051240131503973795,0.9224233770723022,0.45272000214701713,0.28083444242710376,0.61975838952784,0.5918219031265085
V11 | V13,0.6073387251186882,0.9993200003831245,0.21742970232374947,0.933921226191491,0.4903819006467889,0.2699861783108637,0.5424003265566522,0.5916286362747406
V15 | V16,0.6798763558420147,0.9991213340859613,0.2320850351917398,0.9195822836998377,0.4163076675344194,0.2949814748700158,0.4886040829493543,0.5909828966612856
V2 | V19,0.5707989977340404,0.9921827324829483,0.0751792965127438,0.8339069138523568,0.5521569469418428,0.30789541905579193,0.673965982780985,0.5905835493742247
V21 | V28,0.6438255174190246,0.9849949379299715,0.019964546517797152,0.9388552167858724,0.49914602399291486,0.1114043504904323,0.7276622048971786,0.5905464789376115
V1 | V20,0.557310090092729,0.9981994966733712,0.24741381393604664,0.917532840481913,0.47148385711601937,0.37137642763222123,0.5132927210035667,0.5886120616936652
V5 | V27,0.5345403805743008,0.9942739502109039,0.09057731427826513,0.906774565746375,0.5188266552159094,0.27869962857663344,0.6857694198257913,0.5884109353212567
V4 | V22,0.6135289276528032,0.9993361425290026,0.22193377972408296,0.895209893619112,0.4628356726872602,0.3321949592111193,0.5109061721820409,0.5872814489158588
V1 | V28,0.537476533488078,0.9984438272392273,0.24463019061202768,0.9117475561108908,0.47456482649418963,0.3505057703445978,0.5989530182836582,0.5872154435958654
V8 | V28,0.6459844668041017,0.9766372300082016,0.020430956491443088,0.9318803032205146,0.40742760527092675,0.207652510265779,0.6811143655641325,0.5855936521699086
V1 | V23,0.642887275305144,0.9985836849862146,0.30172795450390677,0.9412710014136318,0.3513625506561821,0.36152729831192243,0.4683267530906414,0.585450214282379
V1 | V22,0.7590519449828516,0.99921961788374,0.43919592526161344,0.954041985356432,0.27176189581600063,0.3488885823608536,0.30965932770239357,0.5833695109904311
V1 | V6,0.4862488937609005,0.9967482142738349,0.1874134479857552,0.854862110100491,0.550256836907222,0.4328165278899249,0.5120775950508283,0.58310018342986
V11 | V15,0.6191573055091736,0.9993868190719842,0.21929807593589107,0.9360512933957895,0.460749845683154,0.26775511965795096,0.4825581893046389,0.5827589617249257
V2 | V6,0.4504232084528217,0.9893944994468938,0.057157267064120824,0.811292641206418,0.6516142883980571,0.35212367200510625,0.6635092314880269,0.5825274776442452
V5 | V28,0.580491308342123,0.9944148636895849,0.09756950592601984,0.9170053559030149,0.4498193821958617,0.2461228107768216,0.6661629548330881,0.58017890013913
V5 | V6,0.5333905221147477,0.9896677259252445,0.06610963655943668,0.8619552083166451,0.5255113926088941,0.32843356832214876,0.5792875316002581,0.5775541779540826
V1 | V26,0.7697859501969145,0.99932937912414,0.3964128765755732,0.9293156101754814,0.29798985534473044,0.33472957817384563,0.2602626780619077,0.5773455446030049
V1 | V24,0.7595164064252616,0.9993018098272222,0.3928830668612525,0.9276606444263142,0.31719277528783446,0.3392088918875001,0.23069236047565145,0.5761438321955261
V1 | V13,0.7264670992945144,0.9992196346173193,0.3917866460245945,0.9275502415057333,0.30569442580714423,0.33975896650480264,0.33256379861799124,0.5758513935242504
V8 | V20,0.6175992158333821,0.9815030028496108,0.02839501519383629,0.9393597258446651,0.40434663589275655,0.22852316755340246,0.5954540682840412,0.5753591029371478
V4 | V25,0.601875825595461,0.9992026557284632,0.18528625039878285,0.8358266220818786,0.48475242210353986,0.32595399544333614,0.5315470936773352,0.5747216047964436
V18 | V27,0.49555015175789496,0.9958816594121525,0.07764105985216178,0.8961504110104506,0.5625098628592899,0.20685837855457154,0.7217113767237373,0.5739699266472323
V4 | V24,0.6196643392016419,0.9995288831994064,0.2008709381286046,0.838813839987089,0.508266552159094,0.3225152687377657,0.431939204955299,0.5739698294720846
V6 | V21,0.5221686946996685,0.9917300671818322,0.05644593662124707,0.902265005285167,0.5748380344059473,0.1937151080357595,0.6407867816643487,0.5738977316509851
V1 | V25,0.7278282897701469,0.9990250514974468,0.36150221975380964,0.9232320928258424,0.29367864523228043,0.34264761859307047,0.33030024919768786,0.5730603733338363
V8 | V19,0.6294111803942439,0.9839060468455346,0.038811789288634435,0.9155025855031029,0.3836622742277449,0.24573501486179186,0.6046956936242607,0.5725774686546702
V4 | V13,0.565391933281947,0.9992644299559484,0.20318396826360077,0.8450820616532457,0.4967682026784037,0.3230653433550683,0.5338106430976384,0.5699662722502564
V5 | V23,0.6520822492168501,0.9953062427535112,0.12746032151723616,0.9376823187749708,0.3266171063578541,0.2571443387441462,0.5355366896400713,0.5677470999823624
V2 | V22,0.672709207529357,0.9923713281721108,0.09237496622544887,0.8997559708750689,0.37311934730683566,0.26819572647603496,0.46109096413959216,0.5674884057716398
V1 | V15,0.7293288148326211,0.9992116473854955,0.3967326779942506,0.9303523173919871,0.2760623708435093,0.3375279078518899,0.272721661365978,0.5649105049318297
V5 | V22,0.7662961810450422,0.9974647747779024,0.21999393157414585,0.9475576287938181,0.24701645151767265,0.24450562279307744,0.37686926425182343,0.5644547937470474
V5 | V20,0.5433341905945964,0.9946874580905327,0.09935380600073487,0.9058356541890811,0.44673841281769144,0.26699346806444507,0.5805026575529966,0.5630891031276464
V21 | V23,0.6631444772996966,0.9869892034528012,0.027345559076314644,0.9496194825038868,0.3759437481549073,0.12242587845775697,0.5970359397041618,0.5625685092438448
V8 | V23,0.6810409274748825,0.9765727130744335,0.024471146040737052,0.9444984635250168,0.2842253294329192,0.21867403823310363,0.550488100371116,0.562013531320291
V19 | V21,0.5610466200781417,0.9920841458072513,0.04827187227911661,0.9191233249428417,0.47538069294973295,0.14948685508644521,0.6512435329573065,0.5601403491582121
V18 | V19,0.5913816078839758,0.997371403556178,0.1050241594525029,0.8480600953101307,0.4697372587960603,0.21236406535077254,0.6256862397911622,0.5588493146070094
V9 | V27,0.4010714355315125,0.991739665395831,0.047412468474776794,0.8758709124603636,0.6084495853573443,0.22634176334756725,0.7203660426136609,0.5582304610003175
V18 | V26,0.7366922286865965,0.9997556343887689,0.22135972739672294,0.9650053185798395,0.31692761868978286,0.15850536858400752,0.3634145715092836,0.5568524414222955
V18 | V28,0.5037341755155941,0.9962339742094627,0.0810417512348432,0.9041704115859542,0.4935025898392421,0.17428156075475967,0.7021049117310341,0.5557434680672908
V18 | V22,0.7152078534771737,0.9992231309638858,0.21692434620712467,0.9692353833257191,0.2906996591610531,0.17266437277101554,0.41281122114976965,0.5550647377021138
V6 | V8,0.461694580530409,0.9852610269047922,0.038088404023620986,0.8944296245580947,0.4831196156839592,0.28996326781110615,0.5942389423313026,0.5530715222042693
V5 | V26,0.7610771471598745,0.9971187490565394,0.17184441655184832,0.9123783102291274,0.2732444110464024,0.23034661860606942,0.3274726146113376,0.5518293317388786
V5 | V25,0.7229343692952177,0.9962370824843579,0.1486547636387731,0.9092719106037483,0.2689332009339524,0.23826465902529428,0.3975101857471177,0.5492421605413026
V5 | V24,0.7460747328940706,0.9969513495046453,0.16777966863580798,0.908279690486419,0.2924473309895065,0.23482593231972385,0.2979022970250811,0.5488334882094765
V27 | V28,0.5656895259762137,0.9722232790761547,0.005529416659072895,0.910936410643549,0.4703126593489171,0.061330872463271874,0.7265574630224603,0.5481409368196245
V4 | V15,0.5527060568670982,0.9990912845558058,0.18823576681063092,0.8195652604818455,0.46713614771476875,0.3208342847021556,0.47396850584562555,0.5480587664051833
V18 | V23,0.5898024501566099,0.9956954699862277,0.08869910556289322,0.9239077439871727,0.3703003140012346,0.1853030887220843,0.5714786465380175,0.5466960937344112
V2 | V25,0.62395432738955,0.9917022273435867,0.06992366677101519,0.8432088040695684,0.39503609672311535,0.2619547627082518,0.48173188563488645,0.5463621433145417
V5 | V13,0.6970744568659474,0.996666368985431,0.17026306957200574,0.9121206601931702,0.2809489815088162,0.23537600693702643,0.3997737351674209,0.5455411504706901
V9 | V28,0.41713656676102107,0.9923688588461586,0.04931767664486989,0.8870771460510071,0.5394423123372964,0.1937649455477554,0.7007595776209574,0.5427708375421132
V13 | V18,0.6373527508609751,0.9994097371540265,0.22124717535195046,0.9656052263126849,0.32463218915219666,0.1635347569149645,0.4357156920653673,0.541944452713384
V2 | V26,0.6496937744570923,0.9923518405626096,0.07016248229341636,0.8296731596070462,0.3993473068355654,0.25403672228902696,0.41169431449910654,0.5416879707908638
V2 | V24,0.6358691116363652,0.9923235961416165,0.07136059900075903,0.834259514869695,0.4185502267786695,0.25851603600268136,0.38212399691285004,0.5411578088740702
V2 | V13,0.5858553384020175,0.9919834547131846,0.07290510349161991,0.8373672077184235,0.40705187729797915,0.2590661106199839,0.4839954350551896,0.5374287776192219
V18 | V20,0.4805527290545386,0.9942681249212573,0.062024112771388376,0.8723261785068399,0.49042162046107196,0.19515221804238314,0.6164446144509428,0.53697895603613
V9 | V20,0.4344385022043986,0.9919732466961808,0.049499995542207825,0.8628533358430573,0.5363613429591262,0.2146356028353789,0.6150992803408661,0.5360322767048517
V5 | V15,0.7060121389310214,0.9967604116822011,0.1699977556179458,0.9104376674218461,0.2513169265451813,0.2331449482841137,0.3399315979154076,0.5349979863456166
V20 | V27,0.5411342742473968,0.9883791573279825,0.019434414765664022,0.8969313944970874,0.46723168997074693,0.08220152975089538,0.640897165742369,0.5334927777046864
V9 | V23,0.504200941268912,0.9939358943032122,0.06681512951148803,0.9034074172814707,0.41624003649928887,0.20478647351508003,0.5701333124279406,0.5331207228832635
V15 | V18,0.6462139385193435,0.9993893325915268,0.21328919340434807,0.9593764015195173,0.29500013418856175,0.1613036982620518,0.37587355481335405,0.5302457069811733
V8 | V25,0.6923240113472446,0.9762653609950049,0.025576013169069496,0.9202648609110489,0.2265414240090175,0.1997943585142517,0.41246159647816216,0.5296605342170434
V8 | V22,0.6884118428948558,0.9784369844653485,0.032397786732533844,0.9434099485677248,0.20462467459273775,0.20603532228203486,0.3918206749828681,0.5292695147388865
V8 | V26,0.710332309151164,0.9770973936978793,0.026133522878709597,0.9272184826622152,0.2308526341214675,0.19187631809502684,0.34242402534238203,0.5281758909308818
V6 | V18,0.437118389938453,0.9945357434433044,0.07018820721664135,0.7666397421528492,0.5691946002522745,0.25659231830008683,0.6152294884982041,0.5276198655831182
V9 | V22,0.626190911885897,0.9970731940394193,0.09600835678677215,0.8857978656467126,0.33663938165910745,0.19214775756401126,0.4114658870396928,0.5249012109317454
V2 | V15,0.5866819581616792,0.9916492042628947,0.07005291007952076,0.830945450844297,0.37741982233434423,0.25683505196707124,0.42415329780317657,0.5236731568920948
V8 | V24,0.6863965791632746,0.9765962199083537,0.025599386554872868,0.9258695540368452,0.2500555540645716,0.19635563180868126,0.31285370775612575,0.5236341412502931
V21 | V25,0.6391935276471075,0.9880566794946481,0.030249076212107113,0.9272383497001713,0.3182598427310056,0.10354619873890501,0.45900943581120823,0.5218701212119227
V18 | V25,0.6480345722948706,0.9981703697267915,0.11895680300830941,0.8806803152820531,0.31261640857733286,0.16642340900323238,0.4334521426450637,0.5213318996748504
V23 | V27,0.5792574689860754,0.9501362269524669,0.0045378856752351015,0.9129520648023188,0.3471103835109095,0.07235240043059654,0.5959311978294437,0.5165380600183441
V20 | V28,0.558134172011111,0.9904259969483656,0.020599050726346785,0.8997452297100412,0.3982244169506991,0.04962471195108349,0.6212907007496657,0.5161687462856112
V21 | V26,0.6440517791128724,0.989024898434378,0.03024536678254864,0.9256499726114128,0.3225710528434556,0.09562815831968019,0.3889718646754281,0.5149624666312413
V6 | V9,0.39666103308766376,0.99296143508994,0.058112569568875734,0.7045356541670339,0.6151343227503289,0.2760757030930825,0.6138841543881275,0.5149295924211694
V8 | V13,0.6008598973072213,0.9746566240199073,0.025334652012151685,0.9259286109271214,0.2385572045838813,0.19690570642598382,0.41472514589846554,0.5102622238504053
V21 | V24,0.6087626154392799,0.9883660126216426,0.03129746338666772,0.9303869278632321,0.3417739727865597,0.10010747203333462,0.3594015470891716,0.5091038294985241
V4 | V26,0.5552468989113113,0.9984925467686224,0.1172129430424889,0.632456287114116,0.4890636322159899,0.3180359550241113,0.4615095225415553,0.5044966662085326
V20 | V23,0.6240044858745716,0.9894430153869713,0.025565400829731025,0.9276632751451743,0.2750221411126915,0.060646239918408174,0.4906644355566492,0.5041170600168214
V8 | V15,0.6240711756430453,0.9744680037242738,0.025994379781974438,0.9272602730020588,0.2089251496202464,0.1946746477730711,0.3548830086464523,0.5040411225045848
V18 | V24,0.5606673362770692,0.9981499186824476,0.13112328711446092,0.9054051333642505,0.33613053863288694,0.16298468229766194,0.3338442539230275,0.4997255869887424
V6 | V27,0.3664611837307328,0.9894197900592329,0.032836312047712125,0.8208341936139685,0.5460046697619495,0.14364163000859906,0.6396820397896306,0.4987213082692481
V23 | V28,0.5757997582671157,0.9646450271970073,0.0055707588266629155,0.9165029485393605,0.2781031104908618,0.039775582630784664,0.5763247328367402,0.4942838886096224
V9 | V19,0.4372667304099257,0.9947701882935744,0.05578562719487386,0.6577775066296022,0.5156769812941145,0.23184745014376826,0.6243409056810856,0.4857000361155671
V6 | V28,0.3875050768334143,0.9908121507643531,0.03746953697432748,0.8287612276104106,0.4769973967419018,0.11106481220878718,0.6200755747969271,0.4836865753807867
V6 | V20,0.40836203546372407,0.9924325902885877,0.047575387582026125,0.8271225912375582,0.4739164273637315,0.13193546949641066,0.5344152775168358,0.4834830637990326
V13 | V21,0.4798054072577591,0.9862202148237507,0.030021083225168346,0.9243212311330287,0.3302756233058694,0.10065754665063717,0.4612729852315114,0.48334559211214934
V6 | V23,0.491819218655408,0.9934218746060897,0.05483348804301941,0.856664909376089,0.3537951209038942,0.12208634017611182,0.4894493096039103,0.4812422551842665
V15 | V21,0.503556884217647,0.9865047907949182,0.029955163141724923,0.9232436300030632,0.3006435683422345,0.09842648799772447,0.40143084797949813,0.47665722462111915
V19 | V27,0.29532150382717137,0.990192374649096,0.023852349110099914,0.8110092476606494,0.4465473283057352,0.09941337705928475,0.6501387910825884,0.450788708053218
V19 | V23,0.4540214249297746,0.990976712398273,0.0303667623064902,0.8797914706881595,0.25433777944767993,0.07785808722679755,0.4999060608968686,0.4498830033290659
V9 | V25,0.4939598833901533,0.9949253816103384,0.051803074378253745,0.689329600766545,0.35855613107538714,0.1859067937962281,0.43210680853498706,0.4479256368669963
V13 | V22,0.6817510045443287,0.9859336946213095,0.037594953514985714,0.9847786656973553,0.029632054963634913,0.01639006283992072,0.1512680877828252,0.4409636498994147
V21 | V22,0.3257251752571463,0.9871785989302373,0.02203663271459624,0.9321602339262749,0.29634309331472586,0.1097871625066882,0.43836851431591395,0.43953425489172954
V19 | V20,0.35207287176559043,0.9903488383169476,0.02793455604540148,0.8170240579889192,0.37445908590751725,0.08770721654709639,0.5448720288097939,0.4391946958105295
V9 | V24,0.513548116517731,0.9954603633040251,0.04883368723735342,0.6432162376549637,0.3820702611309412,0.18246806709065766,0.3324989198129509,0.4353486461687885
V9 | V26,0.5239333172462697,0.9957049902972797,0.04947115920032657,0.6180729158066123,0.36286734118783714,0.17798875337700323,0.36206923739920716,0.42987970091610933
V19 | V28,0.2764421995527646,0.9919528167949486,0.025644112893234466,0.8269006978547979,0.37754005528568746,0.06683655925947288,0.6305323260898852,0.4277642798699113
V9 | V15,0.45932309678782124,0.9951954215600325,0.04893939953408929,0.637280727986732,0.340939856686616,0.1807870830550475,0.3745282207032774,0.41594916621229877
V9 | V13,0.4047401464403737,0.9921079627509769,0.045137582502953695,0.6408191508190969,0.37057191165025094,0.1830181417079602,0.4343703579552902,0.41554487078203894
V20 | V25,0.4673211598302015,0.9905637202719139,0.023425403328665172,0.8354914251521265,0.2173382356887899,0.0417665601995562,0.3526379316636954,0.4127878985896207
V20 | V22,0.4457914339366702,0.9899147689492099,0.026930662584954922,0.8751249885192743,0.19542148627251016,0.04800752396733937,0.3319970101684011,0.4121146086787961
V6 | V19,0.3322910847894234,0.9933704847203066,0.045910732036889466,0.6154728250481458,0.4532320656987199,0.14914731680480006,0.5436569028570553,0.4117825442458018
V6 | V22,0.48212139188842795,0.9949186411991295,0.05935275664619891,0.7240783271275074,0.2741944660637127,0.10944762422504305,0.33078188421566246,0.41135653623330126
V23 | V25,0.513779034047248,0.9770180259607341,0.010377921112716416,0.9047359032364293,0.09721692922895257,0.03191743087925737,0.3076719637507699,0.41122280271763834
V22 | V23,0.5022161518595749,0.9612116967112624,0.007965846615513283,0.9274105252683134,0.0753001798126728,0.038158394647040544,0.2870310422554756,0.4088014883994623
V23 | V26,0.5394877749427797,0.9653036198704696,0.006485089494833036,0.8981194797150552,0.10152813934140258,0.023999390460032532,0.23763439261498998,0.4082707588862447
V20 | V26,0.47300875882101656,0.9917321522674565,0.02380984893052656,0.8215947669360875,0.2216494458012399,0.03384851978033136,0.28260036052791526,0.40301051060838183
V23 | V24,0.4874669363163645,0.9689648672733381,0.00793144500960867,0.9111519107787623,0.1207310592845066,0.02847870417368695,0.2080640750287337,0.4003030719682938
V6 | V25,0.4575945226568754,0.9944954311619885,0.04927383278932334,0.6504703136452767,0.29611121547999253,0.10320666045725987,0.35142280571095674,0.3920220648340842
V25 | V27,0.3063888862322014,0.9750171778748645,0.007939034569108295,0.7952063515250007,0.2894264780870079,0.05347272071174458,0.4579046939364899,0.3897691185927
V6 | V24,0.46134741048788264,0.9949599571392397,0.053648300485888784,0.6583090808902285,0.31962534553554656,0.09976793375168946,0.25181491698892033,0.388974270400867
V20 | V24,0.40520395673716936,0.9914562778925858,0.022892669634550177,0.8066458842001405,0.240852365744344,0.03832783349398579,0.253030042941659,0.3841015043761593
V22 | V27,0.24193953016736966,0.9388310417653862,0.003719397041271699,0.814268539860969,0.26750972867072814,0.059713684479527754,0.43726377244119585,0.37322307738125543
V25 | V28,0.2933976752850317,0.9815179689208999,0.00813060377231167,0.8215822869980369,0.2204192050669601,0.020895902911932693,0.43829822894378645,0.3708378350609244
V6 | V26,0.46205337409976655,0.9954202256944242,0.04952534278996638,0.5867520548511973,0.30042242559244253,0.09528862003803504,0.28138523457517683,0.36948208982135416
V6 | V13,0.3754640776417608,0.9951259498239312,0.05280900863744498,0.6256361943112593,0.30812699605485633,0.10031800836899202,0.3536863551312599,0.3673327043861507
V22 | V25,0.5201435808215212,0.9887328267788374,0.01979637433439678,0.8542730773655534,0.017616274388771114,0.01927871492818858,0.14900453836252203,0.36588361624641286
V26 | V27,0.2433627363643012,0.823652131086136,0.0008656495626233895,0.7874902292706629,0.2937376881994579,0.045554680292519745,0.3878671228007098,0.36435842738720753
V13 | V23,0.3214608525661906,0.9598864078521185,0.0066916549436777896,0.9000452899080564,0.10923270980381637,0.02902877879098951,0.30993551317107304,0.36402238465463027
V15 | V23,0.3581853492831246,0.9620266847976138,0.009368681500575009,0.8981933117184152,0.07960065484018146,0.0267977201380768,0.2500933759190602,0.3603836778379427
V6 | V15,0.3935429420679313,0.9945902921797026,0.051025143834581954,0.6120128051667038,0.2784949410912214,0.09808694971607931,0.29384421787924686,0.3560897367580436
